recid;black;alcohol;drugs;married;felon;educ;rules;age
0;0;0;0;0;0;6;1;359
0;0;0;0;0;0;9;1;261
0;0;0;0;0;0;10;0;203
1;0;1;0;0;1;7;0;584
0;0;0;0;1;0;10;1;350
1;1;0;0;0;0;10;1;306
0;1;0;0;0;0;10;0;232
0;0;0;0;0;1;10;5;304
0;1;0;0;1;0;12;0;296
0;1;1;0;0;0;5;0;352
0;1;0;0;0;0;9;1;467
0;1;0;0;0;0;11;0;248
1;1;0;0;0;0;11;0;368
0;0;0;0;0;0;8;0;203
0;0;0;0;0;0;8;0;252
1;1;0;0;0;0;8;0;237
0;0;0;0;1;0;8;0;324
0;1;0;0;0;1;10;5;348
0;0;0;0;0;1;8;0;255
1;0;1;0;0;0;10;0;274
0;1;0;0;1;0;9;0;269
1;1;0;0;0;0;11;3;233
1;1;0;0;0;0;10;0;258
1;1;0;0;0;0;12;1;332
0;1;0;0;0;0;12;2;433
1;1;0;0;0;0;10;1;282
0;1;0;0;0;0;10;0;933
0;0;0;0;1;1;10;1;267
0;0;0;0;1;1;11;1;274
0;1;0;1;1;1;7;2;326
1;1;0;0;0;1;12;2;425
0;0;0;0;0;0;9;3;237
0;0;0;0;1;0;12;0;294
1;1;0;0;0;0;15;1;333
0;0;0;1;0;0;9;8;425
0;0;0;1;0;0;10;1;253
0;1;0;0;0;0;10;0;245
1;1;0;0;0;1;11;2;298
1;1;0;0;0;0;9;0;447
1;1;1;0;0;0;11;0;392
1;0;0;0;0;1;9;0;295
0;0;0;1;0;0;13;0;292
1;1;0;0;0;0;11;4;238
1;1;0;0;0;0;10;0;324
0;0;0;0;1;1;7;2;368
1;0;0;0;0;1;8;8;235
0;0;0;0;0;1;11;0;253
0;1;0;0;0;0;11;0;414
0;1;0;0;0;0;4;0;375
0;0;0;0;0;0;10;0;230
0;1;1;0;0;1;11;0;525
1;1;0;0;0;1;8;2;229
1;1;0;1;0;0;9;0;228
1;0;0;0;0;1;8;1;277
1;0;0;0;0;0;7;0;673
0;1;0;1;0;0;8;0;318
1;0;0;0;0;0;9;2;254
0;0;0;0;0;1;9;0;593
0;1;0;1;0;1;16;1;533
0;1;1;0;1;0;12;0;395
0;1;0;1;0;0;7;0;452
1;1;0;0;0;0;14;0;339
0;1;0;0;1;0;8;1;514
0;1;0;0;0;0;10;5;453
0;0;0;0;0;0;9;0;234
0;1;0;0;0;0;10;0;454
0;0;1;0;1;0;4;0;482
0;1;1;0;1;0;3;0;590
0;1;0;1;0;0;9;0;296
1;1;0;0;0;1;10;4;269
1;0;0;1;0;0;9;2;253
0;1;0;0;1;0;11;0;611
1;0;1;0;0;0;8;0;538
0;0;0;0;0;1;11;0;298
1;1;1;0;0;0;12;1;372
0;0;0;1;0;0;12;0;275
0;0;0;0;0;0;10;0;338
0;1;0;0;0;0;12;0;330
0;1;0;0;0;0;12;1;222
0;0;0;1;0;1;9;0;506
1;0;0;0;0;1;9;5;244
1;1;0;0;0;1;11;3;261
1;0;1;1;1;0;9;0;368
0;1;1;0;1;0;2;0;413
0;0;0;0;0;0;12;1;248
1;0;0;1;0;0;9;1;247
1;0;0;0;0;0;9;0;226
0;0;0;0;0;0;7;0;260
0;0;0;0;0;0;7;0;284
0;0;0;0;1;0;10;0;726
0;0;0;0;0;0;14;0;268
1;0;0;0;0;0;7;0;375
0;0;0;0;1;0;8;0;259
0;0;0;1;0;0;11;0;262
1;0;0;0;0;0;9;3;252
0;0;0;1;0;1;10;1;281
0;0;1;0;0;0;12;0;493
1;1;1;0;1;0;8;0;332
1;1;1;0;0;0;10;7;384
0;1;0;1;0;0;12;0;265
1;0;0;1;0;1;14;0;285
1;1;1;0;0;0;9;0;399
0;1;0;0;0;0;10;1;321
0;0;0;0;0;1;12;0;258
0;1;0;0;0;0;11;0;331
0;0;1;1;1;0;10;2;423
1;1;0;0;0;0;10;0;201
0;0;1;0;0;0;9;0;446
0;1;0;0;1;1;11;0;674
1;0;0;0;0;0;12;2;239
1;1;0;0;0;0;10;1;231
1;0;1;0;0;0;11;0;755
0;0;0;0;0;1;7;3;362
0;0;0;0;0;0;10;2;324
1;1;1;0;1;0;8;0;652
0;0;0;0;0;1;7;0;239
0;0;0;0;1;0;14;0;294
0;1;0;0;0;1;15;10;337
1;0;0;0;0;0;8;5;435
0;0;0;0;1;0;10;0;369
1;0;0;1;0;0;8;2;290
1;0;1;0;1;0;12;0;264
0;1;1;0;0;0;10;0;315
0;0;0;0;0;0;10;0;233
1;1;1;0;0;1;9;0;335
0;1;0;0;0;0;10;1;295
0;0;0;0;0;0;10;3;259
1;1;1;1;0;0;10;1;326
1;0;0;0;0;0;10;0;215
0;0;0;1;0;0;10;1;237
0;0;0;0;0;1;17;0;665
0;0;1;0;1;0;12;0;376
1;1;0;0;0;0;10;2;304
1;0;1;1;1;0;7;0;237
1;0;1;1;0;0;9;1;368
1;1;0;0;0;0;11;0;225
0;1;1;0;1;0;8;1;566
0;0;1;1;1;0;15;0;329
1;1;0;1;0;0;9;4;298
0;1;0;0;0;0;12;2;357
0;0;0;0;0;0;12;0;268
0;0;0;0;1;0;12;12;599
0;0;0;1;0;0;9;0;415
1;1;0;0;0;1;12;3;370
1;1;0;0;0;1;10;0;284
0;1;1;0;0;0;10;1;244
1;0;1;1;1;1;5;0;511
1;1;0;1;0;0;8;4;491
1;1;0;0;0;1;9;7;240
1;1;0;0;0;0;8;9;254
0;0;1;0;1;0;4;0;575
0;0;0;0;0;1;8;0;241
0;0;0;0;1;0;12;1;322
1;0;1;0;0;0;8;0;367
0;0;1;0;0;0;4;0;655
0;0;1;1;0;1;13;1;243
1;0;0;1;0;0;8;1;545
0;0;0;0;1;0;8;0;283
1;0;0;0;0;0;7;0;231
0;0;0;0;0;0;10;0;248
1;1;0;0;0;0;10;0;222
1;0;0;1;1;1;11;2;333
0;0;0;0;0;0;14;0;403
0;0;0;0;0;1;12;0;330
0;1;0;0;0;0;10;0;223
0;1;0;0;0;0;12;0;352
1;1;0;1;1;0;12;1;369
1;0;1;1;0;0;9;1;376
1;1;0;0;1;1;9;10;252
0;1;0;0;0;0;10;13;382
1;0;0;1;1;0;10;2;395
0;1;0;0;0;1;12;2;259
0;1;0;0;0;0;11;6;252
1;1;0;0;0;0;8;0;251
0;0;0;0;0;1;12;0;253
0;1;0;0;0;1;10;3;265
1;1;0;0;1;1;12;0;350
0;1;0;0;0;0;11;1;258
1;1;0;0;1;1;2;1;577
0;0;0;1;0;1;12;0;267
0;0;0;0;1;0;6;1;486
0;0;0;0;0;0;10;1;367
0;0;0;0;0;0;9;0;325
0;1;0;0;1;1;14;0;311
0;1;0;0;1;0;2;0;644
1;0;1;0;0;0;9;3;283
1;0;1;1;0;0;13;0;260
;0;1;1;1;0;9;1;461
;0;0;0;0;1;16;0;294
;0;0;0;1;0;5;1;598
;1;0;0;0;1;10;0;314
;0;0;0;0;0;11;0;222
;0;1;0;1;0;12;0;527
;0;0;0;1;0;12;2;417
;1;0;0;1;0;10;0;260
;1;0;0;0;1;4;0;488
;1;0;0;1;0;13;2;295
;0;0;0;0;0;8;0;220
;1;1;0;0;0;12;0;544
;1;0;0;0;1;12;0;314
;0;0;1;0;0;7;2;237
;1;0;0;0;1;11;2;268
;1;0;1;0;1;12;0;397
;1;0;0;1;0;11;1;297
;1;0;0;0;0;10;0;256
;1;0;0;0;0;8;0;205
;1;0;0;0;0;8;8;292
;0;0;0;0;0;8;6;232
;1;0;0;1;1;8;0;486
;1;0;0;1;0;12;0;434
;0;0;0;0;1;9;0;269
;1;0;0;0;1;12;3;332
;0;1;0;0;0;6;0;530
;0;0;0;0;1;6;0;411
;1;0;0;0;1;10;0;324
;1;0;0;1;0;11;0;564
;0;0;0;0;0;10;0;209
;1;0;0;0;0;11;0;240
;0;1;1;1;0;9;0;231
;0;0;1;0;1;10;2;259
;0;1;1;0;0;11;0;255
;1;0;1;0;1;8;1;241
;1;0;0;0;0;15;1;277
;1;0;0;0;0;10;0;252
;0;0;0;0;1;8;1;250
;0;0;0;1;0;2;0;630
;1;1;1;1;0;10;0;416
;0;0;1;0;1;9;2;235
;0;0;1;0;0;8;1;242
;1;1;0;1;0;12;0;521
;0;0;0;0;0;10;2;300
;1;0;1;0;0;12;1;299
;0;0;0;0;0;10;0;231
;0;0;0;0;0;9;2;290
;0;0;1;0;0;12;5;236
;0;1;1;0;0;12;0;393
;0;0;0;0;0;8;2;252
